"","times_snp_appears"
"1755939",1
"1755966",1
"1755989",2
"1756056",2
"1756066",2
"1756115",2
"1756267",2
"1756908",1
"1756911",1
"1756917",1
"1756950",2
"1756953",2
"1757005",1
"1757018",1
"1757030",1
"1757101",2
"1757130",1
"1757177",2
"1757234",0
"1757270",6
"1757294",1
"1757315",0
"1757354",1
"1757359",1
"1757366",1
"1757369",1
"1757420",4
"1757448",2
"1757471",1
"1757544",1
"1757611",1
"1757627",1
"1757632",1
"1757683",3
"1757731",1
"1757754",3
"1757772",1
"1757800",1
"1757809",1
"1757842",1
"1757857",1
"1757900",1
"1758180",2
"1758183",2
"1758195",2
"1758201",5
"1758204",2
"1758211",1
"1758219",2
"1758221",2
"1758227",2
"1758237",2
"1758243",2
"1758255",2
"1758260",2
"1758276",2
"1758282",2
"1758291",2
"1758292",1
"1758293",2
"1758305",2
"1758306",2
"1758326",2
"1758330",2
"1758338",2
"1758339",2
"1758345",2
"1758345.1",1
"1758348",2
"1758351",2
"1758369",2
"1758386",2
"1758396",2
"1758407",2
"1758411",2
"1758413",2
"1758421",2
"1758429",2
"1758432",2
"1758434",1
"1758435",1
"1758437",1
"1758437.1",1
"1758438",1
"1758441",1
"1758447",1
"1758450",2
"1758462",2
"1758464",1
"1758468",2
"1758471",2
"1758486",4
"1758489",1
"1758498",1
"1758512",1
"1758515",1
"1758519",1
"1758522",1
"1758523",1
"1758527",1
"1758529",1
"1758531",1
"1758542",1
"1758544",1
"1758545",1
"1758549",1
"1758550",1
"1758552",1
"1758555",2
"1758567",1
"1758573",2
"1758576",2
"1758582",2
"1758584",2
"1758600",1
"1758603",1
"1758604",1
"1758612",2
"1758618",2
"1758621",2
"1758623",1
"1758623.1",1
"1758630",2
"1758636",1
"1758641",2
"1758645",2
"1758648",2
"1758663",2
"1758666",2
"1758674",2
"1758681",1
"1758690",2
"1758699",2
"1758702",2
"1758726",2
"1758731",2
"1758738",3
"1758741",3
"1758750",2
"1758768",2
"1758771",2
"1758786",2
"1758801",2
"1758819",2
"1758821",2
"1758822",2
"1758843",2
"1758852",2
"1758853",2
"1758862",2
"1758870",2
"1758873",2
"1758875",2
"1758881",2
"1758882",2
"1758883",2
"1758884",2
"1758890",2
"1758915",1
"1758916",1
"1758918",1
"1758921",1
"1758924",1
"1758929",1
"1758930",1
"1758933",1
"1758939",1
"1758942",1
"1758943",1
"1758944",1
"1758978",2
"1758980",2
"1758984",2
"1758987",2
"1758996",2
"1758999",2
"1759011",2
"1759014",2
"1759017",2
"1759020",2
"1759026",2
"1759035",2
"1759038",2
"1759044",2
"1759071",2
"1759083",2
"1759086",2
"1759088",2
"1759089",2
"1759104",2
"1759106",2
"1759116",2
"1759118",2
"1759128",1
"1759130",1
"1759144",1
"1759145",1
"1759146",1
"1759155",2
"1759164",2
"1759167",2
"1759170",2
"1759173",2
"1759179",2
"1759182",2
"1759185",2
"1759203",1
"1759205",1
"1759215",2
"1759220",2
"1759233",2
"1759245",2
"1759248",2
"1759251",2
"1759260",4
"1759264",4
"1759276",1
"1759283",2
"1759408",2
"1759423",3
"1759426",3
"1759440",2
"1759442",2
"1759443",2
"1759450",2
"1759454",2
"1759456",2
"1759462",2
"1759471",2
"1759473",2
"1759480",2
"1759483",2
"1759489",2
"1759495",2
"1759496",2
"1759501",2
"1759528",2
"1759541",2
"1759554",2
"1759555",2
"1759566",2
"1759570",2
"1759579",2
"1759675",1
"1759678",1
"1759679",1
"1759684",1
"1759690",2
"1759695",2
"1759699",2
"1759702",2
"1759711",2
"1759712",2
"1759716",2
"1759725",4
"1759729",4
"1759732",4
"1759737",4
"1759746",2
"1759760",2
"1759761",2
"1759778",1
"1759792",2
"1759803",3
"1759807",3
"1759810",3
"1759819",2
"1759822",3
"1759835",2
"1759838",2
"1759846",2
"1759855",2
"1759858",2
"1759861",2
"1759867",1
"1759868",1
"1759869",1
"1759882",1
"1759885",1
"1759894",1
"1759896",1
"1759900",1
"1759913",1
"1759925",1
"1759932",1
"1759934",1
"1759935",1
"1759936",1
"1759948",2
"1759954",2
"1759963",1
"1759968",1
"1760274",1
"1760275",1
"1760277",1
"1760281",1
"1760283",1
"1760288",1
"1760292",1
"1760295",1
"1760304",1
"1760305",1
"1760310",2
"1760322",4
"1760325",4
"1760330",4
"1760331",4
"1760334",4
"1760341",2
"1760343",2
"1760348",2
"1760367",2
"1760370",2
"1760379",2
"1760402",2
"1760404",2
"1760405",2
"1760415",2
"1760416",2
"1760418",2
"1760420",2
"1760438",2
"1760440",2
"1760443",2
"1760461",2
"1760464",2
"1760470",2
"1760491",2
"1760494",2
"1760496",2
"1760497",2
"1760500",2
"1760504",2
"1760510",2
"1760525",2
"1760530",2
"1760608",2
"1760615",2
"1761322",1
"1761678",2
"1762761",2
"1762775",1
"1762791",1
"1762794",1
"1762800",1
"1762803",2
"1762806",2
"1762809",1
"1762815",1
"1762817",1
"1762821",2
"1762822",1
"1762823",1
"1762823.1",1
"1762830",1
"1762845",1
"1762848",1
"1762853",1
"1762857",2
"1762860",1
"1762866",1
"1762866.1",1
"1762868",1
"1762869",2
"1762875",1
"1762878",1
"1762884",1
"1762890",1
"1762892",1
"1762893",1
"1762896",1
"1762896.1",1
"1762902",1
"1762911",1
"1762932",1
"1762935",1
"1762938",1
"1762940",1
"1762941",1
"1762946",1
"1762947",1
"1763017",1
"1763019",1
"1763025",1
"1763028",1
"1763028.1",1
"1763032",1
"1763034",1
"1763037",2
"1763043",1
"1763044",1
"1763045",1
"1763049",3
"1763067",1
"1763091",1
"1763093",1
"1763097",1
"1763106",2
"1763115",1
"1763139",1
"1763144",2
"1763148",1
"1763152",2
"1763154",1
"1763154.1",1
"1763157",1
"1763175",1
"1763199",1
"1763202",2
"1763205",1
"1763214",1
"1763238",1
"1763241",1
"1763253",1
"1763268",1
"1763271",2
"1763273",1
"1763277",1
"1763283",1
"1763285",1
"1763295",1
"1763309",1
"1763325",1
"1763331",1
"1763331.1",1
"1763334",1
"1763336",1
"1763343",1
"1763344",1
"1763346",1
"1763349",1
"1763355",1
"1763358",2
"1763364",1
"1763364.1",1
"1763367",2
"1763370",1
"1763373",1
"1763379",1
"1763382",1
"1763391",1
"1763394",1
"1763397",1
"1763400",1
"1763402",2
"1763406",1
"1763409",1
"1763412",1
"1763421",1
"1763454",1
"1763466",1
"1763469",1
"1763502",1
"1763505",1
"1763514",1
"1763526",1
"1763529",1
"1763532",1
"1763535",1
"1763537",1
"1763540",1
"1763544",1
"1763547",1
"1763568",1
"1763592",1
"1763617",1
"1763619",1
"1763622",1
"1763628",1
"1763634",1
"1763640",1
"1763643",1
"1763649",1
"1763652",1
"1763658",1
"1763670",1
"1763697",1
"1763700",1
"1763702",1
"1763706",1
"1763715",1
"1763728",1
"1763736",1
"1763744",1
"1763751",1
"1763765",1
"1763768",1
"1763774",2
"1763777",2
"1763780",1
"1763783",1
"1763795",1
"1763805",1
"1763807",1
"1763809",1
"1763813",1
"1763815",1
"1763822",1
"1763825",1
"1763831",1
"1763843",1
"1763864",1
"1763867",1
"1763870",1
"1763876",1
"1763878",1
"1763894",1
"1763945",1
"1763981",1
"1763990",1
"1764020",1
"1764023",1
"1764041",1
"1764044",1
"1764065",1
"1764077",1
"1764107",1
"1764110",1
"1764113",1
"1764116",1
"1764117",1
"1764118",1
"1764119",1
"1764122",1
"1764164",1
"1764188",1
"1764191",1
"1764200",1
"1764215",2
"1764218",1
"1764221",1
"1764233",1
"1764275",1
"1764278",1
"1764293",1
"1764305",1
"1764311",1
"1764314",1
"1764332",1
"1764379",2
"1764381",2
"1764387",2
"1764393",1
"1764399",1
"1764405",2
"1764411",2
"1764417",1
"1764420",1
"1764421",1
"1764423",1
"1764431",1
"1764432",3
"1764435",3
"1764447",3
"1764459",1
"1764549",2
"1764555",2
"1764567",1
"1764573",2
"1764579",2
"1764585",2
"1764591",2
"1764609",1
"1764618",1
"1764641",1
"1764642",1
"1764653",1
"1764657",1
"1764663",1
"1764675",1
"1764684",1
"1764686",1
"1764714",1
"1764720",1
"1764726",3
"1764729",2
"1764732",2
"1764737",2
"1764738",1
"1764741",1
"1764744",1
"1764750",1
"1764750.1",1
"1764752",1
"1764753",1
"1764753.1",1
"1764756",2
"1764759",1
"1764759.1",1
"1764762",1
"1764771",2
"1764780",1
"1764783",1
"1764786",1
"1764789",1
"1764806",1
"1764807",1
"1764834",1
"1764837",2
"1764843",1
"1764858",2
"1764867",1
"1764876",2
"1764882",1
"1764888",2
"1764894",2
"1764903",2
"1764924",1
"1764936",1
"1764957",1
"1764969",1
"1764972",2
"1764975",1
"1764984",1
"1764990",2
"1764996",1
"1764999",1
"1765002",1
"1765008",1
"1765014",1
"1765014.1",1
"1765017",1
"1765035",2
"1765058",2
"1765059",2
"1765068",2
"1765071",2
"1765077",1
"1765080",1
"1765083",1
"1765134",2
"1765140",2
"1765143",2
"1765152",2
"1765154",2
"1765161",2
"1765167",1
"1765191",2
"1765194",2
"1765206",1
"1765218",2
"1765224",2
"1765236",1
"1765239",1
"1765245",1
"1765251",1
"1765251.1",1
"1765269",1
"1765275",3
"1765280",3
"1765282",1
"1765286",1
"1765301",1
"1765346",1
"1765364",1
"1765370",2
"1765376",2
"1765388",2
"1765400",1
"1765406",1
"1765409",2
"1765415",1
"1765418",1
"1765487",1
"1765502",1
"1765526",1
"1765528",1
"1765544",1
"1765550",1
"1765553",1
"1765577",1
"1765637",1
"1765643",1
"1765652",2
"1765661",1
"1765664",1
"1765691",1
"1765694",3
"1765696",3
"1765697",1
"1765706",1
"1765709",3
"1765712",3
"1765715",1
"1765721",1
"1765727",1
"1765736",1
"1765739",1
"1765745",1
"1765760",1
"1765766",1
"1765769",1
"1765772",1
"1765787",1
"1765790",2
"1765793",2
"1765799",1
"1765802",1
"1765805",1
"1765814",1
"1765817",3
"1765829",1
"1765832",1
"1765835",1
"1765847",2
"1765868",2
"1765877",1
"1765889",1
"1765895",2
"1766147",1
"1766216",2
"1766249",2
"1766270",2
"1766276",1
"1766288",1
"1766300",2
"1766315",2
"1766326",3
"1766359",2
"1766464",2
"1766465",2
"1766468",2
"1766471",1
"1766474",1
"1766477",2
"1766483",1
"1766486",2
"1766489",1
"1766503",1
"1766519",1
"1766525",2
"1766531",1
"1766537",2
"1766540",1
"1766549",2
"1766555",1
"1766558",1
"1766561",1
"1766564",1
"1766576",1
"1766579",2
"1766580",1
"1766594",1
"1766595",1
"1766596",2
"1766602",2
"1766603",2
"1766617",2
"1766620",2
"1766627",2
"1766648",2
"1766651",2
"1766660",2
"1766666",2
"1766675",2
"1766684",3
"1766685",3
"1766690",3
"1766694",3
"1766702",3
"1766704",3
"1766708",3
"1766723",2
"1766727",2
"1766731",2
"1766741",2
"1766755",1
"1766760",2
"1766762",2
"1766774",2
"1766780",2
"1767080",1
"1767092",1
"1767098",1
"1767103",1
"1767104",1
"1767113",1
"1767128",1
"1767130",1
"1767146",1
"1767163",1
"1767170",1
"1767173",1
"1767178",1
"1767182",1
"1767184",1
"1767191",1
"1767199",1
"1767200",1
"1767203",1
"1767212",1
"1767268",2
"1767292",2
"1767309",1
"1767322",1
"1767332",1
"1767359",1
"1767371",1
"1767377",1
"1767381",1
"1767392",1
"1767413",1
"1767413.1",1
"1767428",0
"1767440",1
"1767449",1
"1767463",1
"1767467",1
"1767469",1
"1767482",1
"1767494",1
"1767500",1
"1767515",1
"1767527",1
"1767548",1
"1767563",1
"1767595",1
"1767633",1
"1767661",1
"1767709",1
"1767718",1
"1767728",1
"1767731",1
"1767734",1
"1767748",1
"1767750",1
"1767767",1
"1767776",1
"1767803",1
"1767827",2
"1767863",1
"1767865",2
"1767896",1
"1767959",1
"1767984",1
"1768009",1
"1768018",1
"1768034",1
"1768036",1
"1768047",1
"1768054",1
"1768060",2
"1768068",1
"1768069",1
"1768075",2
"1768077",1
"1768090",1
"1768095",1
"1768096",1
"1768138",1
"1768144",1
"1768168",1
"1768180",1
"1768183",1
"1768185",1
"1768192",1
"1768195",1
"1768198",1
"1768216",1
"1768219",1
"1768228",1
"1768252",1
"1768264",1
"1768265",1
"1768308",1
"1768449",2
"1768907",2
"1768927",1
"1768936",1
"1769033",1
"1769084",1
"1769086",1
"1769087",1
"1769093",1
"1769096",1
"1769162",1
"1769238",1
"1769239",1
"1769240",1
"1769248",1
"1769265",1
"1769278",1
"1769318",1
"1769329",1
"1769332",1
"1769334",1
"1769336",1
"1769350",1
"1769356",1
"1769371",1
"1769374",1
"1769380",1
"1769383",1
"1769392",1
"1769428",5
"1769431",4
"1769437",4
"1769440",0
"1769460",1
"1769461",2
"1769463",1
"1769467",2
"1769470",4
"1769482",4
"1769494",3
"1769506",1
"1769509",1
"1769545",2
"1769545.1",1
"1769548",1
"1769566",2
"1769602",2
"1769610",2
"1769611",2
"1769629",1
"1769638",1
"1769640",1
"1769656",4
"1769665",1
"1769668",1
"1769674",1
"1769674.1",1
"1769680",1
"1769692",1
"1769710",0
"1769713",0
"1769731",1
"1769752",1
"1769754",4
"1769803",3
"1769806",3
"1769823",2
"1769833",1
"1769845",2
"1769848",2
"1769878",2
"1769884",1
"1769895",2
"1769899",1
"1769932",1
"1769935",2
"1769938",1
"1769941",4
"1769958",2
"1769959",1
"1769962",1
"1769984",1
"1770001",1
"1770004",2
"1770010",1
"1770022",2
"1770027",1
"1770030",4
"1770031",1
"1770034",2
"1770037",4
"1770043",1
"1770049",0
"1770052",2
"1770058",2
"1770067",2
"1770082",4
"1770088",1
"1770091",7
"1770097",2
"1770097.1",4
"1770115",2
"1770117",2
"1770121",2
"1770124",2
"1770165",1
"1770169",1
"1770211",1
"1770220",2
"1770223",2
"1770226",1
"1770231",1
"1770244",1
"1770271",1
"1770274",1
"1770286",1
"1770297",5
"1770298",5
"1770310",5
"1770315",5
"1770319",2
"1770325",4
"1770328",3
"1770335",3
"1770336",3
"1770337",2
"1770343",1
"1770346",3
"1770349",3
"1770352",3
"1770357",3
"1770358",3
"1770361",2
"1770376",1
"1770388",1
"1770390",1
"1770394",1
"1770400",1
"1770423",1
"1770514",1
"1770529",2
"1770532",2
"1770544",1
"1770568",1
"1770571",1
"1770574",1
"1770585",1
"1770590",1
"1770594",1
"1770598",1
"1770616",2
"1770619",1
"1770622",1
"1770624",1
"1770628",5
"1770631",5
"1770632",1
"1770633",1
"1770636",1
"1770640",5
"1770646",0
"1770655",2
"1770658",2
"1770661",2
"1770661.1",5
"1770661.2",1
"1770664",1
"1770667",1
"1770673",2
"1770676",3
"1770682",1
"1770685",1
"1770703",1
"1770706",1
"1770712",1
"1770712.1",5
"1770715",2
"1770721",1
"1770742",2
"1770745",1
"1770764",5
"1770769",1
"1770770",1
"1770772",1
"1770778",1
"1770784",1
"1770793",3
"1770796",7
"1770802",3
"1770807",7
"1770814",3
"1770820",6
"1770829",2
"1770836",3
"1770844",1
"1770855",1
"1770856",1
"1770864",1
"1770868",1
"1770873",1
"1770874",1
"1770875",1
"1770879",6
"1770892",1
"1770898",1
"1770920",1
"1770928",1
"1770938",2
"1770965",1
"1770979",3
"1770982",2
"1770983",2
"1770985",2
"1770985.1",1
"1770986",7
"1771002",1
"1771003",2
"1771006",1
"1771038",1
"1771039",1
"1771045",3
"1771046",1
"1771051",6
"1771060",1
"1771062",1
"1771063",1
"1771067",1
"1771069",2
"1771074",6
"1771076",5
"1771091",1
"1771100",1
"1771101",1
"1771105",3
"1771106",2
"1771108",1
"1771116",1
"1771133",1
"1771161",5
"1771167",6
"1771168",1
"1771170",1
"1771180",1
"1771186",1
"1771188",1
"1771191",1
"1771195",1
"1771204",1
"1771207",1
"1771208",1
"1771211",1
"1771212",1
"1771215",1
"1771216",6
"1771222",1
"1771248",1
"1771249",1
"1771261",1
"1771288",1
"1771297",1
"1771313",1
"1771337",1
"1771386",1
"1772011",2
"1773631",7
"1773634",7
"1773647",2
"1773682",2
"1773731",2
"1773733",8
"1773802",1
"1773858",1
"1773911",1
"1773953",2
"1773980",1
"1773985",1
"1774056",1
"1774057",1
"1774059",1
"1781269",3
"1781276",3
"1781278",3
"1781287",3
"1781294",3
"1781523",1
"1781533",3
"1781543",1
"1781546",1
"1781586",4
"1781595",3
"1781597",1
"1783170",3
"1783200",1
"1783206",1
"1783221",0
"1783223",0
"1783224",0
"1783226",0
"1783227",1
"1783239",1
"1783240",1
"1783242",2
"1783245",1
"1783248",1
"1783254",4
"1783269",1
"1783271",1
"1783283",1
"1783293",2
"1783296",1
"1783299",4
"1783314",4
"1783323",1
"1783332",1
"1783335",1
"1783337",1
"1783341",1
"1783344",1
"1783346",1
"1783347",1
"1783349",1
"1783356",1
"1783358",1
"1783359",1
"1783362",1
"1783365",1
"1783366",1
"1783367",1
"1783371",1
"1783374",3
"1783378",4
"1783383",0
"1783383.1",4
"1783386",1
"1783389",1
"1783395",2
"1783409",0
"1783425",1
"1783434",1
"1783434.1",1
"1783440",1
"1783455",2
"1783467",1
"1783476",3
"1783482",1
"1783485",3
"1783503",1
"1783511",1
"1783518",1
"1783557",1
"1783575",2
"1783581",1
"1783584",2
"1783608",2
"1783611",1
"1783614",1
"1783614.1",1
"1783617",2
"1783620",1
"1783629",2
"1783632",1
"1783638",1
"1783641",1
"1783641.1",1
"1783644",1
"1783650",2
"1783653",2
"1783668",1
"1783676",1
"1783677",1
"1783680",1
"1783683",1
"1783686",3
"1783695",1
"1783698",1
"1783710",1
"1783713",4
"1783715",1
"1783716",1
"1783721",1
"1783725",1
"1783728",1
"1783740",4
"1783751",1
"1783755",2
"1783764",2
"1783773",1
"1783779",1
"1783782",3
"1783788",2
"1783794",2
"1783800",1
"1783812",1
"1783812.1",4
"1783815",0
"1783827",2
"1783839",2
"1783844",2
"1783857",1
"1783860",1
"1783869",2
"1783872",1
"1783878",1
"1783878.1",1
"1783881",1
"1783902",1
"1783904",1
"1783905",1
"1783905.1",1
"1783910",1
"1783914",2
"1783917",1
"1783920",1
"1783923",1
"1783923.1",1
"1783925",1
"1783929",1
"1783929.1",1
"1783935",1
"1783941",1
"1783947",1
"1783953",1
"1783959",2
"1783962",2
"1783965",2
"1783968",1
"1783974",2
"1783977",2
"1783979",1
"1783992",1
"1784000",1
"1784001",1
"1784004",1
"1784016",1
"1784017",1
"1784019",4
"1784019.1",1
"1784028",3
"1784040",4
"1784040.1",1
"1784052",3
"1784055",3
"1784058",3
"1784063",3
"1784064",3
"1784067",3
"1784073",3
"1784075",3
"1784081",2
"1784082",1
"1784106",1
"1784109",3
"1784109.1",1
"1784115",1
"1784126",1
"1784127",4
"1784133",3
"1784136",1
"1784142",1
"1784154",2
"1784157",1
"1784159",3
"1784160",3
"1784163",1
"1784166",3
"1784175",4
"1784178",3
"1784181",3
"1784202",1
"1784205",3
"1784223",3
"1784226",3
"1784247",3
"1784250",3
"1784253",4
"1784255",3
"1784259",4
"1784268",3
"1784271",3
"1784274",3
"1784286",3
"1784288",4
"1784289",1
"1784292",3
"1784313",1
"1784319",3
"1784346",3
"1784358",3
"1784372",3
"1784382",3
"1784388",3
"1784397",3
"1784400",3
"1784406",1
"1784415",3
"1784421",3
"1784427",3
"1784436",3
"1784438",3
"1784439",3
"1784445",3
"1784457",3
"1784463",3
"1784469",3
"1784475",3
"1784478",1
"1784496",3
"1784496.1",1
"1784498",3
"1784499",1
"1784508",3
"1784514",3
"1784517",3
"1784520",3
"1784520.1",1
"1784529",3
"1784532",3
"1784579",3
"1784614",2
"1784623",3
"1784628",1
"1784629",1
"1784657",1
"1784692",3
"1784695",3
"1784701",3
"1784709",3
"1784716",1
"1784737",1
"1784741",3
"1784752",2
"1784758",1
"1784767",2
"1784779",1
"1784782",1
"1784785",1
"1784788",3
"1784794",1
"1784797",2
"1784803",1
"1784821",2
"1784829",1
"1784830",2
"1784830.1",1
"1784839",1
"1784844",1
"1784845",1
"1784857",1
"1784860",1
"1784869",1
"1784871",1
"1784878",1
"1784881",2
"1784884",2
"1784887",1
"1784889",1
"1784890",1
"1784902",1
"1784908",1
"1784914",3
"1784917",2
"1784926",2
"1784929",2
"1784930",1
"1784935",2
"1784956",1
"1784962",1
"1784986",1
"1785001",3
"1785019",1
"1785022",1
"1785027",1
"1785031",1
"1785037",2
"1785041",1
"1785067",2
"1785094",1
"1785106",1
"1785115",2
"1785137",1
"1785166",1
"1785172",1
"1785190",2
"1785193",1
"1785205",1
"1785208",1
"1785229",1
"1785241",1
"1785247",1
"1785256",2
"1785259",1
"1785262",1
"1785265",2
"1785271",1
"1785277",1
"1785280",1
"1785283",1
"1785292",0
"1785292.1",1
"1785301",2
"1785307",1
"1785316",2
"1785322",2
"1785337",2
"1785358",1
"1785364",2
"1785391",2
"1785391.1",1
"1785392",1
"1785393",2
"1785406",2
"1785409",3
"1785412",3
"1785418",4
"1785424",1
"1785427",2
"1785430",1
"1785430.1",1
"1785433",0
"1785433.1",1
"1785435",2
"1785436",2
"1785439",1
"1785446",2
"1785448",1
"1785451",1
"1785454",2
"1785460",1
"1785460.1",3
"1785463",1
"1785469",1
"1785472",1
"1785478",1
"1785481",1
"1785493",1
"1785496",1
"1785505",1
"1785513",1
"1785517",3
"1785522",2
"1785523",1
"1785526",2
"1785529",1
"1785535",3
"1785541",1
"1785544",2
"1785547",2
"1785553",1
"1785558",1
"1785559",1
"1785565",2
"1785568",1
"1785571",2
"1785571.1",1
"1785580",3
"1785589",2
"1785592",1
"1785601",1
"1785610",2
"1785612",1
"1785617",1
"1785631",2
"1785641",1
"1785642",2
"1785653",3
"1785658",3
"1785661",1
"1785667",1
"1785667.1",1
"1785668",1
"1785669",1
"1785670",6
"1785672",1
"1785673",1
"1785676",3
"1785682",1
"1785685",1
"1785688",2
"1785691",2
"1785693",1
"1785703",1
"1790556",1
"1790588",0
"1790598",13
"1790610",2
"1790611",2
"1790613",2
"1790619",4
"1790631",1
"1790634",3
"1790640",4
"1790652",1
"1790658",4
"1790664",2
"1790664.1",1
"1790667",1
"1790673",1
"1790676",4
"1790682",3
"1790685",1
"1790691",2
"1790693",0
"1790694",1
"1790694.1",1
"1790697",1
"1790703",1
"1790712",3
"1790712.1",1
"1790715",1
"1790715.1",1
"1790724",3
"1790730",3
"1790733",2
"1790736",1
"1790742",0
"1790758",2
"1790759",2
"1790760",2
"1790763",2
"1790765",0
"1790766",3
"1790769",2
"1790772",2
"1790775",2
"1790778",4
"1790781",3
"1790786",2
"1790793",1
"1790796",1
"1790799",1
"1790801",1
"1790804",1
"1790805",1
"1790805.1",1
"1790814",1
"1790817",3
"1790820",3
"1790823",3
"1790838",0
"1790841",0
"1790844",1
"1790844.1",0
"1790847",0
"1790850",1
"1790850.1",0
"1790853",0
"1790856",2
"1790859",2
"1790865",2
"1790868",2
"1790874",1
"1790880",2
"1790882",2
"1790883",3
"1790898",1
"1790901",7
"1790904",1
"1790909",1
"1790913",4
"1790916",1
"1790918",1
"1790919",0
"1790930",1
"1790934",1
"1790943",2
"1790946",1
"1790949",1
"1790952",2
"1790955",1
"1790955.1",1
"1790985",1
"1790991",2
"1790994",3
"1790996",2
"1790996.1",1
"1790997",2
"1791003",2
"1791009",2
"1791012",2
"1791015",3
"1791015.1",1
"1791024",12
"1791024.1",1
"1791027",1
"1791027.1",1
"1791030",0
"1791032",1
"1791033",1
"1791036",3
"1791048",1
"1791052",1
"1791060",1
"1791062",1
"1791066",1
"1791072",1
"1791081",0
"1791083",1
"1791086",1
"1791087",0
"1791090",1
"1791093",1
"1791096",2
"1791096.1",1
"1791098",1
"1791099",1
"1791102",2
"1791105",1
"1791117",1
"1791122",1
"1791123",1
"1791123.1",1
"1791125",1
"1791135",2
"1791147",2
"1791153",2
"1791165",2
"1791173",1
"1791174",4
"1791179",3
"1791180",2
"1791191",1
"1791199",1
"1791208",1
"1791209",1
"1791237",1
"1791248",1
"1791252",1
"1791257",1
"1791259",1
"1791260",1
"1791262",2
"1791266",6
"1791273",2
"1791290",3
"1791293",3
"1791297",3
"1791298",3
"1791306",1
"1791318",1
"1791321",1
"1791324",1
"1791325",1
"1791330",1
"1791360",1
"1791372",1
"1791395",1
"1791405",1
"1791471",2
"1791483",4
"1791484",4
"1791485",4
"1791486",1
"1791486.1",4
"1791495",0
"1791508",1
"1791509",1
"1791522",1
"1791531",1
"1791537",1
"1791540",1
"1791543",5
"1791545",4
"1791546",4
"1791552",5
"1791555",3
"1791555.1",1
"1791558",4
"1791558.1",1
"1791567",1
"1791573",3
"1791579",3
"1791585",1
"1791587",4
"1791588",4
"1791591",2
"1791591.1",1
"1791597",1
"1791615",1
"1791617",2
"1791618",1
"1791621",1
"1791621.1",2
"1791630",1
"1791633",2
"1791639",1
"1791645",1
"1791651",1
"1791654",3
"1791657",1
"1791660",4
"1791663",3
"1791666",2
"1791672",4
"1791674",4
"1791687",2
"1791689",2
"1791696",1
"1791698",1
"1791705",2
"1791723",0
"1791726",1
"1791726.1",2
"1791744",2
"1791750",1
"1791756",3
"1791759",3
"1791768",0
"1791776",1
"1791777",3
"1791780",0
"1791786",3
"1791786.1",1
"1791788",1
"1791795",3
"1791798",3
"1791804",3
"1791810",3
"1791813",3
"1791819",2
"1791831",3
"1791834",2
"1791840",2
"1791843",6
"1791849",2
"1791850",1
"1791852",2
"1791854",2
"1791858",2
"1791861",2
"1791867",6
"1791869",2
"1791873",1
"1791875",2
"1791882",2
"1791891",2
"1791899",2
"1791899.1",1
"1791900",2
"1791903",4
"1791909",2
"1791912",1
"1791915",2
"1791918",2
"1791919",1
"1791921",2
"1791927",2
"1791933",3
"1791936",3
"1791942",2
"1791945",2
"1791975",1
"1791986",3
"1791987",3
"1791990",3
"1791992",3
"1791993",3
"1791996",3
"1791999",3
"1792005",3
"1792012",3
"1792013",2
"1792017",0
"1792020",3
"1792026",3
"1792035",3
"1792035.1",1
"1792038",3
"1792044",8
"1792059",3
"1792065",3
"1792077",2
"1792079",2
"1792091",3
"1792093",3
"1792094",3
"1792100",1
"1792102",5
"1792103",5
"1792106",5
"1792115",2
"1792121",3
"1792124",4
"1792127",4
"1792133",3
"1792139",1
"1792142",1
"1792145",2
"1792145.1",1
"1792178",1
"1792180",1
"1792181",1
"1792184",1
"1792193",2
"1792196",1
"1792207",1
"1792208",1
"1792208.1",1
"1792211",1
"1792214",1
"1792217",2
"1792223",2
"1792224",3
"1792226",2
"1792228",2
"1792238",1
"1792247",2
"1792250",2
"1792253",2
"1792268",0
"1792270",2
"1792277",1
"1792285",1
"1792286",2
"1792287",1
"1792292",2
"1792295",1
"1792313",1
"1792323",1
"1792325",2
"1792328",2
"1792343",2
"1792345",2
"1792346",2
"1792354",2
"1792367",2
"1792384",3
"1792391",3
"1792406",3
"1792412",1
"1792430",2
"1792433",3
"1792442",1
"1792445",1
"1792450",1
"1792469",0
"1792490",2
"1792502",1
"1792505",2
"1792508",2
"1792509",1
"1792511",2
"1792514",2
"1792550",2
"1792553",2
"1792562",2
"1792565",1
"1792595",2
"1792596",2
"1792601",2
"1792606",1
"1792607",2
"1792610",2
"1792619",3
"1792628",2
"1792634",2
"1792637",2
"1792643",4
"1792649",2
"1792652",1
"1792655",4
"1792655.1",1
"1792658",2
"1792673",1
"1792676",2
"1792679",2
"1792682",2
"1792694",2
"1792697",2
"1792700",1
"1792704",1
"1792705",2
"1792712",2
"1792714",2
"1792721",1
"1792723",1
"1792727",3
"1792733",2
"1792742",3
"1792744",3
"1792745",3
"1792748",2
"1792748.1",1
"1792754",2
"1792757",2
"1792765",2
"1792768",2
"1792799",1
"1792801",1
"1792808",2
"1792809",1
"1792810",2
"1792811",2
"1792817",1
"1792823",2
"1792835",4
"1792852",2
"1792857",2
"1792858",1
"1792867",2
"1792870",1
"1792882",1
"1792897",1
"1792909",2
"1792912",2
"1792919",1
"1792927",3
"1792928",3
"1792929",3
"1792949",1
"1792954",1
"1792957",1
"1792966",1
